"synsetid","wordid","casedwordid","lemma","senseid","sensenum","lexid","tagcount","sensekey","cased","pos","lexdomainid","definition","sampleset"
107756720,60155,13349,"grimes' golden",83346,1,0,0,"grimes'_golden%1:13:00::","Grimes' golden","n",13,"yellow apple that ripens in late autumn; eaten raw",NULL
107756831,72589,16741,"jonathan",100602,1,0,0,"jonathan%1:13:00::","Jonathan","n",13,"red late-ripening apple; primarily eaten raw",NULL
107756930,82985,20356,"mcintosh",114749,1,0,0,"mcintosh%1:13:00::","McIntosh","n",13,"early-ripening apple popular in the northeastern United States; primarily eaten raw but suitable for applesauce",NULL
107757114,80457,19460,"macoun",111281,1,0,0,"macoun%1:13:00::","Macoun","n",13,"similar to McIntosh; juicy and late-ripening",NULL
107757211,91307,22616,"northern spy",125691,1,0,0,"northern_spy%1:13:00::","Northern Spy","n",13,"large late-ripening apple with skin striped with yellow and red",NULL
107757333,97799,24118,"pearmain",134570,1,0,0,"pearmain%1:13:00::","Pearmain","n",13,"any of several varieties of apples with red skins",NULL
107757437,100855,24956,"pippin",138499,1,0,0,"pippin%1:13:00::","Pippin","n",13,"any of numerous superior eating apples with yellow or greenish yellow skin flushed with red",NULL
107757599,104506,25641,"prima",143886,1,0,0,"prima%1:13:00::","Prima","n",13,"used primarily as eating apples",NULL
107757682,125551,30213,"stayman",175806,1,0,0,"stayman%1:13:00::","Stayman","n",13,"apple grown chiefly in the Shenandoah Valley",NULL
107757780,145297,33943,"winesap",204189,1,0,0,"winesap%1:13:00::","Winesap","n",13,"crisp apple with dark red skin",NULL
107757864,125552,30214,"stayman winesap",175807,1,0,0,"stayman_winesap%1:13:00::","Stayman Winesap","n",13,"crisp tart apple; good for eating raw and suitable for cooking",NULL
107757988,29698,NULL,"cooking apple",41248,1,0,0,"cooking_apple%1:13:00::",NULL,"n",13,"an apple used primarily in cooking for pies and applesauce etc",NULL
107758200,16882,4539,"bramley's seedling",22722,1,0,0,"bramley's_seedling%1:13:00::","Bramley's Seedling","n",13,"very large cooking apple",NULL
107758289,59412,13186,"granny smith",82351,1,0,0,"granny_smith%1:13:00::","Granny Smith","n",13,"apple with a green skin and hard tart flesh",NULL
107758391,75390,17966,"lane's prince albert",104287,1,0,0,"lane's_prince_albert%1:13:00::","Lane's Prince Albert","n",13,"apple used primarily in cooking",NULL
107758489,90042,22337,"newtown wonder",124104,1,0,0,"newtown_wonder%1:13:00::","Newtown Wonder","n",13,"apple used primarily in cooking",NULL
107758581,112723,27327,"rome beauty",156605,1,0,0,"rome_beauty%1:13:00::","Rome Beauty","n",13,"large red apple used primarily for baking",NULL
107758680,13385,NULL,"berry",17772,1,0,3,"berry%1:13:00::",NULL,"n",13,"any of numerous small and pulpy edible fruits; used as desserts or in making jams and jellies and preserves",NULL
107759200,13882,NULL,"bilberry",18417,3,0,0,"bilberry%1:13:00::",NULL,"n",13,"blue-black berries similar to American blueberries",NULL
107759200,44181,10951,"european blueberry",62058,1,0,0,"european_blueberry%1:13:00::","European blueberry","n",13,"blue-black berries similar to American blueberries",NULL
107759200,144684,NULL,"whortleberry",203365,2,0,0,"whortleberry%1:13:00::",NULL,"n",13,"blue-black berries similar to American blueberries",NULL
107759360,65783,NULL,"huckleberry",91148,3,0,0,"huckleberry%1:13:00::",NULL,"n",13,"blue-black berry similar to blueberries and bilberries of the eastern United States",NULL
107759520,15420,NULL,"blueberry",20626,2,0,0,"blueberry%1:13:00::",NULL,"n",13,"sweet edible dark-blue berries of either low-growing or high-growing blueberry plants",NULL
107759699,16651,NULL,"boxberry",22404,2,0,0,"boxberry%1:13:00::",NULL,"n",13,"spicy red berrylike fruit; source of wintergreen oil",NULL
107759699,23558,NULL,"checkerberry",32222,2,0,0,"checkerberry%1:13:00::",NULL,"n",13,"spicy red berrylike fruit; source of wintergreen oil",NULL
107759699,123891,NULL,"spiceberry",173157,2,1,0,"spiceberry%1:13:01::",NULL,"n",13,"spicy red berrylike fruit; source of wintergreen oil",NULL
107759699,130822,NULL,"teaberry",183786,2,0,0,"teaberry%1:13:00::",NULL,"n",13,"spicy red berrylike fruit; source of wintergreen oil",NULL
107759699,145396,NULL,"wintergreen",204342,3,0,0,"wintergreen%1:13:00::",NULL,"n",13,"spicy red berrylike fruit; source of wintergreen oil",NULL
107759878,31158,NULL,"cranberry",43337,2,0,0,"cranberry%1:13:00::",NULL,"n",13,"very tart red berry used for sauce or juice",NULL
107760033,30991,NULL,"cowberry",43056,2,0,0,"cowberry%1:13:00::",NULL,"n",13,"tart red berries similar to American cranberries but smaller",NULL
107760033,78003,NULL,"lingonberry",108006,2,0,0,"lingonberry%1:13:00::",NULL,"n",13,"tart red berries similar to American cranberries but smaller",NULL
107760033,79597,NULL,"lowbush cranberry",110202,1,0,0,"lowbush_cranberry%1:13:00::",NULL,"n",13,"tart red berries similar to American cranberries but smaller",NULL
107760033,87105,NULL,"mountain cranberry",120278,2,0,0,"mountain_cranberry%1:13:00::",NULL,"n",13,"tart red berries similar to American cranberries but smaller",NULL
107760222,32560,NULL,"currant",45394,1,1,1,"currant%1:13:01::",NULL,"n",13,"any of several tart red or black berries used primarily for jellies and jams",NULL
107760406,58995,NULL,"gooseberry",81759,2,0,0,"gooseberry%1:13:00::",NULL,"n",13,"currant-like berry used primarily in jams and jellies",NULL
107760535,14524,NULL,"black currant",19341,2,0,0,"black_currant%1:13:00::",NULL,"n",13,"small black berries used in jams and jellies",NULL
107760658,109332,NULL,"red currant",151198,2,0,0,"red_currant%1:13:00::",NULL,"n",13,"small red berries used primarily in jams and jellies",NULL
107760787,14691,NULL,"blackberry",19505,1,0,2,"blackberry%1:13:00::",NULL,"n",13,"large sweet black or very dark purple edible aggregate fruit of any of various bushes of the genus Rubus",NULL
107761022,16692,NULL,"boysenberry",22458,2,0,0,"boysenberry%1:13:00::",NULL,"n",13,"large raspberry-flavored fruit; cross between blackberries and raspberries",NULL
107761173,36044,NULL,"dewberry",50557,2,0,0,"dewberry%1:13:00::",NULL,"n",13,"blackberry-like fruits of any of several trailing blackberry bushes",NULL
107761333,78830,NULL,"loganberry",109156,2,0,0,"loganberry%1:13:00::",NULL,"n",13,"large red variety of the dewberry",NULL
107761442,108473,NULL,"raspberry",149669,2,0,0,"raspberry%1:13:00::",NULL,"n",13,"red or black edible aggregate berries usually smaller than the related blackberries",NULL
107761637,72954,NULL,"juneberry",101122,2,0,0,"juneberry%1:13:00::",NULL,"n",13,"edible purple or red berries",NULL
107761637,115126,NULL,"saskatoon",159972,2,0,0,"saskatoon%1:13:00::",NULL,"n",13,"edible purple or red berries",NULL
107761637,118158,NULL,"serviceberry",164347,2,0,0,"serviceberry%1:13:00::",NULL,"n",13,"edible purple or red berries",NULL
107761637,118491,NULL,"shadberry",164904,1,0,0,"shadberry%1:13:00::",NULL,"n",13,"edible purple or red berries",NULL
107761779,75446,NULL,"lansa",104361,1,0,0,"lansa%1:13:00::",NULL,"n",13,"East Indian tart yellow berrylike fruit",NULL
107761779,75447,NULL,"lansat",104362,1,0,0,"lansat%1:13:00::",NULL,"n",13,"East Indian tart yellow berrylike fruit",NULL
107761779,75448,NULL,"lanseh",104363,1,0,0,"lanseh%1:13:00::",NULL,"n",13,"East Indian tart yellow berrylike fruit",NULL
107761779,75450,NULL,"lanset",104365,1,0,0,"lanset%1:13:00::",NULL,"n",13,"East Indian tart yellow berrylike fruit",NULL
107761916,126643,NULL,"strawberry",177546,1,0,1,"strawberry%1:13:00::",NULL,"n",13,"sweet fleshy red fruit",NULL
107762014,61132,NULL,"hackberry",84712,2,0,0,"hackberry%1:13:00::",NULL,"n",13,"small edible dark purple to black berry with large pits; southern United States",NULL
107762014,127882,NULL,"sugarberry",179490,2,0,0,"sugarberry%1:13:00::",NULL,"n",13,"small edible dark purple to black berry with large pits; southern United States",NULL
107762162,98862,NULL,"persimmon",135967,2,0,0,"persimmon%1:13:00::",NULL,"n",13,"orange fruit resembling a plum; edible when fully ripe",NULL
107762310,1209,NULL,"acerola",1657,2,0,0,"acerola%1:13:00::",NULL,"n",13,"acid red or yellow cherry-like fruit of a tropical American shrub very rich in vitamin C",NULL
107762310,11451,NULL,"barbados cherry",15066,2,0,0,"barbados_cherry%1:13:00::",NULL,"n",13,"acid red or yellow cherry-like fruit of a tropical American shrub very rich in vitamin C",NULL
107762310,128619,NULL,"surinam cherry",180570,3,0,0,"surinam_cherry%1:13:00::",NULL,"n",13,"acid red or yellow cherry-like fruit of a tropical American shrub very rich in vitamin C",NULL
107762310,143958,33608,"west indian cherry",202364,2,0,0,"west_indian_cherry%1:13:00::","West Indian cherry","n",13,"acid red or yellow cherry-like fruit of a tropical American shrub very rich in vitamin C",NULL
107762527,20781,NULL,"carambola",28325,2,0,0,"carambola%1:13:00::",NULL,"n",13,"deeply ridged yellow-brown tropical fruit; used raw as a vegetable or in salad or when fully ripe as a dessert",NULL
107762527,125295,NULL,"star fruit",175431,1,0,0,"star_fruit%1:13:00::",NULL,"n",13,"deeply ridged yellow-brown tropical fruit; used raw as a vegetable or in salad or when fully ripe as a dessert",NULL
107762725,22749,NULL,"ceriman",30973,2,0,0,"ceriman%1:13:00::",NULL,"n",13,"tropical cylindrical fruit resembling a pinecone with pineapple-banana flavor",NULL
107762725,86462,NULL,"monstera",119373,2,0,0,"monstera%1:13:00::",NULL,"n",13,"tropical cylindrical fruit resembling a pinecone with pineapple-banana flavor",NULL
107762886,21118,NULL,"carissa plum",28759,1,0,0,"carissa_plum%1:13:00::",NULL,"n",13,"edible scarlet plumlike fruit of a South African plant",NULL
107762886,88796,NULL,"natal plum",122464,3,0,0,"natal_plum%1:13:00::",NULL,"n",13,"edible scarlet plumlike fruit of a South African plant",NULL
107763031,25310,NULL,"citrous fruit",34459,1,0,0,"citrous_fruit%1:13:00::",NULL,"n",13,"any of numerous fruits of the genus Citrus having thick rind and juicy pulp; grown in warm regions",NULL
107763031,25314,NULL,"citrus",34463,1,0,1,"citrus%1:13:00::",NULL,"n",13,"any of numerous fruits of the genus Citrus having thick rind and juicy pulp; grown in warm regions",NULL
107763031,25319,NULL,"citrus fruit",34469,1,0,0,"citrus_fruit%1:13:00::",NULL,"n",13,"any of numerous fruits of the genus Citrus having thick rind and juicy pulp; grown in warm regions",NULL
107763431,116960,NULL,"section",162652,13,0,0,"section%1:13:00::",NULL,"n",13,"a segment of a citrus fruit","he ate a section of the orange"
107763583,93728,NULL,"orange",129004,1,0,4,"orange%1:13:00::",NULL,"n",13,"round yellow to orange fruit of any of several citrus trees",NULL
107763787,131242,NULL,"temple orange",184359,2,0,0,"temple_orange%1:13:00::",NULL,"n",13,"large sweet easily-peeled Florida fruit with deep orange rind",NULL
107763927,81476,NULL,"mandarin",112658,5,0,0,"mandarin%1:13:00::",NULL,"n",13,"a somewhat flat reddish-orange loose skinned citrus of China",NULL
107763927,81480,NULL,"mandarin orange",112666,2,0,0,"mandarin_orange%1:13:00::",NULL,"n",13,"a somewhat flat reddish-orange loose skinned citrus of China",NULL
107764133,25906,NULL,"clementine",35334,2,0,0,"clementine%1:13:00::",NULL,"n",13,"a mandarin orange of a deep reddish orange color and few seeds",NULL
107764252,115197,NULL,"satsuma",160065,2,0,0,"satsuma%1:13:00::",NULL,"n",13,"medium-sized largely seedless mandarin orange with thin smooth skin",NULL
107764392,130276,NULL,"tangerine",183032,2,0,0,"tangerine%1:13:00::",NULL,"n",13,"any of various deep orange mandarins grown in the United States and southern Africa",NULL
107764550,130269,NULL,"tangelo",183020,2,0,0,"tangelo%1:13:00::",NULL,"n",13,"large sweet juicy hybrid between tangerine and grapefruit having a thick wrinkled skin",NULL
107764550,136996,NULL,"ugli",192675,1,0,0,"ugli%1:13:00::",NULL,"n",13,"large sweet juicy hybrid between tangerine and grapefruit having a thick wrinkled skin",NULL
107764550,136997,NULL,"ugli fruit",192676,2,0,0,"ugli_fruit%1:13:00::",NULL,"n",13,"large sweet juicy hybrid between tangerine and grapefruit having a thick wrinkled skin",NULL
107764729,14420,NULL,"bitter orange",19142,2,0,0,"bitter_orange%1:13:00::",NULL,"n",13,"highly acidic orange used especially in marmalade",NULL
107764729,118344,28949,"seville orange",164713,2,0,0,"seville_orange%1:13:00::","Seville orange","n",13,"highly acidic orange used especially in marmalade",NULL
107764729,123072,NULL,"sour orange",171978,2,0,0,"sour_orange%1:13:00::",NULL,"n",13,"highly acidic orange used especially in marmalade",NULL
107764888,129015,NULL,"sweet orange",181193,1,0,1,"sweet_orange%1:13:00::",NULL,"n",13,"orange with sweet juicy pulp; often has a thin skin",NULL
107765071,71501,16006,"jaffa orange",99237,1,0,0,"jaffa_orange%1:13:00::","Jaffa orange","n",13,"sweet almost seedless orange of Israel",NULL
107765168,89045,NULL,"navel orange",122805,1,0,0,"navel_orange%1:13:00::",NULL,"n",13,"seedless orange enclosing a small secondary fruit at the apex",NULL
107765288,140374,32796,"valencia orange",197239,1,0,0,"valencia_orange%1:13:00::","Valencia orange","n",13,"variety of sweet orange cultivated extensively in Florida and California",NULL
107765422,74616,NULL,"kumquat",103313,2,0,0,"kumquat%1:13:00::",NULL,"n",13,"small oval citrus fruit with thin sweet rind and very acid pulp",NULL
107765558,76684,NULL,"lemon",106106,1,0,4,"lemon%1:13:00::",NULL,"n",13,"yellow oval fruit with juicy acidic flesh",NULL
107765707,77774,NULL,"lime",107647,6,0,0,"lime%1:13:00::",NULL,"n",13,"the green acidic fruit of any of various lime trees",NULL
107765846,73723,NULL,"key lime",102114,1,0,0,"key_lime%1:13:00::",NULL,"n",13,"small yellow-green limes of southern Florida",NULL
107765945,59462,NULL,"grapefruit",82422,2,0,0,"grapefruit%1:13:00::",NULL,"n",13,"large yellow fruit with somewhat acid juicy pulp; usual serving consists of a half",NULL
107766122,102720,NULL,"pomelo",141175,2,0,0,"pomelo%1:13:00::",NULL,"n",13,"large pear-shaped fruit similar to grapefruit but with coarse dry pulp",NULL
107766122,118494,NULL,"shaddock",164907,2,0,0,"shaddock%1:13:00::",NULL,"n",13,"large pear-shaped fruit similar to grapefruit but with coarse dry pulp",NULL
107766275,25294,NULL,"citrange",34438,2,0,0,"citrange%1:13:00::",NULL,"n",13,"more aromatic and acid tasting than oranges; used in beverages and marmalade",NULL
107766425,25302,NULL,"citron",34448,1,0,1,"citron%1:13:00::",NULL,"n",13,"large lemonlike fruit with thick aromatic rind; usually preserved",NULL
107766562,4092,NULL,"almond",5490,2,0,0,"almond%1:13:00::",NULL,"n",13,"oval-shaped edible seed of the almond tree",NULL
107766712,72607,16755,"jordan almond",100629,2,0,0,"jordan_almond%1:13:00::","Jordan almond","n",13,"an almond covered with a sugar coating that is hard and flavored and colored",NULL
107766848,7152,NULL,"apricot",9333,2,0,0,"apricot%1:13:00::",NULL,"n",13,"downy yellow to rosy-colored fruit resembling a small peach",NULL
107766980,97713,NULL,"peach",134456,3,0,0,"peach%1:13:00::",NULL,"n",13,"downy juicy fruit with sweet yellowish or whitish flesh",NULL
107767124,89214,NULL,"nectarine",123045,2,0,0,"nectarine%1:13:00::",NULL,"n",13,"a variety or mutation of the peach that has a smooth skin",NULL
107767256,100963,NULL,"pitahaya",138649,2,0,0,"pitahaya%1:13:00::",NULL,"n",13,"highly colored edible fruit of pitahaya cactus having bright red juice; often as large as a peach",NULL
107767427,101825,NULL,"plum",139945,2,0,0,"plum%1:13:00::",NULL,"n",13,"any of numerous varieties of small to medium-sized round or oval fruit having a smooth skin and a single pit",NULL
107767713,33468,NULL,"damson",46644,1,0,0,"damson%1:13:00::",NULL,"n",13,"dark purple plum of the damson tree",NULL
107767713,33469,NULL,"damson plum",46645,3,0,0,"damson_plum%1:13:00::",NULL,"n",13,"dark purple plum of the damson tree",NULL
107767834,59952,NULL,"greengage",83077,1,0,0,"greengage%1:13:00::",NULL,"n",13,"sweet green or greenish-yellow variety of plum",NULL
107767834,59953,NULL,"greengage plum",83078,1,0,0,"greengage_plum%1:13:00::",NULL,"n",13,"sweet green or greenish-yellow variety of plum",NULL
107767953,12364,NULL,"beach plum",16304,2,0,0,"beach_plum%1:13:00::",NULL,"n",13,"small dark purple fruit used especially in jams and pies",NULL
107768085,121398,NULL,"sloe",169388,3,0,0,"sloe%1:13:00::",NULL,"n",13,"small sour dark purple fruit of especially the Allegheny plum bush",NULL
107768240,141630,33068,"victoria plum",198899,1,0,0,"victoria_plum%1:13:00::","Victoria plum","n",13,"a large red plum served as dessert",NULL
107768353,39181,NULL,"dried fruit",55330,1,0,0,"dried_fruit%1:13:00::",NULL,"n",13,"fruit preserved by drying",NULL
107768490,39180,NULL,"dried apricot",55329,1,0,0,"dried_apricot%1:13:00::",NULL,"n",13,"apricots preserved by drying",NULL
107768578,105702,NULL,"prune",145688,1,0,0,"prune%1:13:00::",NULL,"n",13,"dried plum",NULL
107768640,108137,NULL,"raisin",149168,1,0,0,"raisin%1:13:00::",NULL,"n",13,"dried grape",NULL
107768758,117095,NULL,"seedless raisin",162895,1,0,0,"seedless_raisin%1:13:00::",NULL,"n",13,"dried seedless grape",NULL
107768758,128008,NULL,"sultana",179669,2,1,0,"sultana%1:13:01::",NULL,"n",13,"dried seedless grape",NULL
107768850,117091,NULL,"seeded raisin",162889,1,0,0,"seeded_raisin%1:13:00::",NULL,"n",13,"seeded grape that has been dried",NULL
107768942,32560,NULL,"currant",45395,3,2,0,"currant%1:13:02::",NULL,"n",13,"small dried seedless raisin grown in the Mediterranean region and California; used in cooking",NULL
107769089,48300,NULL,"fig",67761,4,0,0,"fig%1:13:00::",NULL,"n",13,"fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried",NULL
107769251,5258,NULL,"ananas",6926,2,0,0,"ananas%1:13:00::",NULL,"n",13,"large sweet fleshy tropical fruit with a terminal tuft of stiff leaves; widely cultivated",NULL
107769251,100605,NULL,"pineapple",138185,2,0,0,"pineapple%1:13:00::",NULL,"n",13,"large sweet fleshy tropical fruit with a terminal tuft of stiff leaves; widely cultivated",NULL
107769424,5379,NULL,"anchovy pear",7072,2,0,0,"anchovy_pear%1:13:00::",NULL,"n",13,"West Indian fruit resembling the mango; often pickled",NULL
107769424,112158,NULL,"river pear",155811,1,0,0,"river_pear%1:13:00::",NULL,"n",13,"West Indian fruit resembling the mango; often pickled",NULL
107769568,11202,NULL,"banana",14699,2,0,1,"banana%1:13:00::",NULL,"n",13,"elongated crescent-shaped yellow fruit with soft sweet flesh",NULL
107769719,97257,NULL,"passion fruit",133777,1,0,0,"passion_fruit%1:13:00::",NULL,"n",13,"egg-shaped tropical fruit of certain passionflower vines; used for sherbets and confectionery and drinks",NULL
107769956,59328,NULL,"granadilla",82238,4,0,0,"granadilla%1:13:00::",NULL,"n",13,"the egg-shaped edible fruit of tropical American vines related to passionflowers",NULL
107770131,128984,NULL,"sweet calabash",181152,2,0,0,"sweet_calabash%1:13:00::",NULL,"n",13,"apple-sized passion fruit of the West Indies",NULL
107770255,12956,NULL,"bell apple",17216,1,0,0,"bell_apple%1:13:00::",NULL,"n",13,"the edible yellow fruit of the Jamaica honeysuckle",NULL
107770255,128995,NULL,"sweet cup",181169,1,0,0,"sweet_cup%1:13:00::",NULL,"n",13,"the edible yellow fruit of the Jamaica honeysuckle",NULL
107770255,143241,NULL,"water lemon",201320,1,0,0,"water_lemon%1:13:00::",NULL,"n",13,"the edible yellow fruit of the Jamaica honeysuckle",NULL
107770255,146758,NULL,"yellow granadilla",206341,2,0,0,"yellow_granadilla%1:13:00::",NULL,"n",13,"the edible yellow fruit of the Jamaica honeysuckle",NULL
107770427,17071,NULL,"breadfruit",22977,2,0,0,"breadfruit%1:13:00::",NULL,"n",13,"a large round seedless or seeded fruit with a texture like bread; eaten boiled or baked or roasted or ground into flour; the roasted seeds resemble chestnuts",NULL
107770660,71374,NULL,"jack",99059,4,0,0,"jack%1:13:00::",NULL,"n",13,"immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted",NULL
107770660,71415,NULL,"jackfruit",99116,2,0,0,"jackfruit%1:13:00::",NULL,"n",13,"immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted",NULL
107770660,71543,NULL,"jak",99288,1,0,0,"jak%1:13:00::",NULL,"n",13,"immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted",NULL
107770870,19100,NULL,"cacao bean",26110,1,0,0,"cacao_bean%1:13:00::",NULL,"n",13,"seed of the cacao tree; ground roasted beans are source of chocolate",NULL
107770870,26766,NULL,"cocoa bean",36596,1,0,0,"cocoa_bean%1:13:00::",NULL,"n",13,"seed of the cacao tree; ground roasted beans are source of chocolate",NULL
107771065,26765,NULL,"cocoa",36594,2,1,0,"cocoa%1:13:01::",NULL,"n",13,"powder of ground roasted cacao beans with most of the fat removed",NULL
107771238,20126,NULL,"canistel",27444,2,0,0,"canistel%1:13:00::",NULL,"n",13,"ovoid orange-yellow mealy sweet fruit of Florida and West Indies",NULL
107771238,41011,NULL,"eggfruit",57895,1,0,0,"eggfruit%1:13:00::",NULL,"n",13,"ovoid orange-yellow mealy sweet fruit of Florida and West Indies",NULL
107771387,83581,NULL,"melon",115550,1,0,2,"melon%1:13:00::",NULL,"n",13,"any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh",NULL
107771595,83582,NULL,"melon ball",115552,1,0,0,"melon_ball%1:13:00::",NULL,"n",13,"a bite of melon cut as a sphere",NULL
107771683,87964,NULL,"muskmelon",121424,2,0,0,"muskmelon%1:13:00::",NULL,"n",13,"the fruit of a muskmelon vine; any of several sweet melons related to cucumbers",NULL
107771683,129011,NULL,"sweet melon",181188,2,0,0,"sweet_melon%1:13:00::",NULL,"n",13,"the fruit of a muskmelon vine; any of several sweet melons related to cucumbers",NULL
107771905,20222,NULL,"cantaloup",27583,2,0,0,"cantaloup%1:13:00::",NULL,"n",13,"the fruit of a cantaloup vine; small to medium-sized melon with yellowish flesh",NULL
107771905,20224,NULL,"cantaloupe",27586,2,0,0,"cantaloupe%1:13:00::",NULL,"n",13,"the fruit of a cantaloup vine; small to medium-sized melon with yellowish flesh",NULL
107772072,145372,NULL,"winter melon",204317,2,0,0,"winter_melon%1:13:00::",NULL,"n",13,"the fruit of the winter melon vine; a green melon with pale green to orange flesh that keeps well",NULL
107772301,65030,NULL,"honeydew",90073,1,0,0,"honeydew%1:13:00::",NULL,"n",13,"the fruit of a variety of winter melon vine; a large smooth greenish-white melon with pale green flesh",NULL
107772301,65031,NULL,"honeydew melon",90074,2,0,0,"honeydew_melon%1:13:00::",NULL,"n",13,"the fruit of a variety of winter melon vine; a large smooth greenish-white melon with pale green flesh",NULL
107772475,98858,24380,"persian melon",135962,2,0,0,"persian_melon%1:13:00::","Persian melon","n",13,"the fruit of a variety of winter melon vine; a large green melon with orange flesh",NULL
107772617,89641,NULL,"net melon",123610,2,0,0,"net_melon%1:13:00::",NULL,"n",13,"the fruit of a variety of muskmelon vine; a melon with netlike markings and deep green flesh",NULL
107772617,89661,NULL,"netted melon",123635,2,0,0,"netted_melon%1:13:00::",NULL,"n",13,"the fruit of a variety of muskmelon vine; a melon with netlike markings and deep green flesh",NULL
107772617,91823,NULL,"nutmeg melon",126400,2,0,0,"nutmeg_melon%1:13:00::",NULL,"n",13,"the fruit of a variety of muskmelon vine; a melon with netlike markings and deep green flesh",NULL
107772814,21490,NULL,"casaba",29271,1,0,0,"casaba%1:13:00::",NULL,"n",13,"melon having yellowish rind and whitish flesh",NULL
107772814,21491,NULL,"casaba melon",29272,1,0,0,"casaba_melon%1:13:00::",NULL,"n",13,"melon having yellowish rind and whitish flesh",NULL
107772927,143386,NULL,"watermelon",201479,2,0,0,"watermelon%1:13:00::",NULL,"n",13,"large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp",NULL
107773108,23795,NULL,"cherry",32511,3,0,0,"cherry%1:13:00::",NULL,"n",13,"a red fruit with a single hard stone",NULL
107773288,14517,NULL,"black cherry",19332,2,0,0,"black_cherry%1:13:00::",NULL,"n",13,"any of several fruits of cultivated cherry trees that have sweet flesh",NULL
107773288,128987,NULL,"sweet cherry",181156,2,0,0,"sweet_cherry%1:13:00::",NULL,"n",13,"any of several fruits of cultivated cherry trees that have sweet flesh",NULL
107773487,14041,NULL,"bing cherry",18655,1,0,0,"bing_cherry%1:13:00::",NULL,"n",13,"dark red or blackish sweet cherry",NULL
107773578,62670,NULL,"heart cherry",86920,2,0,0,"heart_cherry%1:13:00::",NULL,"n",13,"large heart-shaped sweet cherry with soft flesh",NULL
107773578,95522,NULL,"oxheart",131366,2,0,0,"oxheart%1:13:00::",NULL,"n",13,"large heart-shaped sweet cherry with soft flesh",NULL
